title,views,link,thumbnail_link
Cairo to Alexandria | Egypt Transport Prices | Eating with Syrians | Hindi,27K views,/watch?v=MSLFt_NByuI,https://i.ytimg.com/vi/MSLFt_NByuI/hqdefault.jpg
Longest River Ever: NILE Boat Tour | Hindi,25K views,/watch?v=bim8I5RJNj0,https://i.ytimg.com/vi/bim8I5RJNj0/hqdefault.jpg
Price of BEER in Egypt | Secretly trying Egyptian Beer (15% Alc.) | Hindi,34K views,/watch?v=THP2ck8CjN8,https://i.ytimg.com/vi/THP2ck8CjN8/hqdefault.jpg
"THE PYRAMIDS OF EGYPT: FACTS, SCAMS & PRICES | Hindi",192K views,/watch?v=wYMHg7AeA_U,https://i.ytimg.com/vi/wYMHg7AeA_U/hqdefault.jpg
First QnA! Expenses? My GF? My Height? My Workout? PASSENGER PARAMVIR,119K views,/watch?v=8rTkX-Y9FVI,https://i.ytimg.com/vi/8rTkX-Y9FVI/hqdefault.jpg
Addis Ababa to Cairo | Meeting my Friend after 3 years | Hindi,26K views,/watch?v=NbW3Nc7SwHU,https://i.ytimg.com/vi/NbW3Nc7SwHU/hqdefault.jpg
Egypt Visa | Complete Process | Hindi | Apply through Facebook | Visa Fee | Processing Time,37K views,/watch?v=z2ooCXjusJ8,https://i.ytimg.com/vi/z2ooCXjusJ8/hqdefault.jpg
Got my Phone back from Thieves in Ethiopia | Phone Stolen | Hindi,183K views,/watch?v=FO720b6WZfU,https://i.ytimg.com/vi/FO720b6WZfU/hqdefault.jpg
Indian Food in Ethiopia | No Money left for Bill | Hindi,162K views,/watch?v=eyhkkdGTluQ,https://i.ytimg.com/vi/eyhkkdGTluQ/hqdefault.jpg
Price of BEER in Ethiopia | Hindi | Indian in Africa,712K views,/watch?v=B7w5DuFVZ8M,https://i.ytimg.com/vi/B7w5DuFVZ8M/hqdefault.jpg
Ethiopian Coffee Ceremony | A Local PAID for my Coffee | Indian in Ethiopia | Hindi,52K views,/watch?v=XSucu5uWVQI,https://i.ytimg.com/vi/XSucu5uWVQI/hqdefault.jpg
"How Expensive is Ethiopia? Price of Milk, Vegetables, Snacks | Hindi",162K views,/watch?v=xjnIdriCndk,https://i.ytimg.com/vi/xjnIdriCndk/hqdefault.jpg
"Life of a Tour Guide in Ethiopia, Africa | Ari Tribe Village | Omo Valley",194K views,/watch?v=ZSKbXkoUHXw,https://i.ytimg.com/vi/ZSKbXkoUHXw/hqdefault.jpg
AFRICAN TRIBAL MARKET | Beer & Food Market | Part 2 | Indian in Ethiopia | Hindi | Omo Valley,966K views,/watch?v=HDRdtcrtUfs,https://i.ytimg.com/vi/HDRdtcrtUfs/hqdefault.jpg
TRIBAL MARKET OF AFRICA | Indian in Ethiopia | Hindi | Hamar & Banna Tribes | Omo Valley,1M views,/watch?v=zPWeYCeLUOs,https://i.ytimg.com/vi/zPWeYCeLUOs/hqdefault.jpg
HOW AFRICANS TREAT INDIANS? | Ethiopian Hospitality | Indian with Ethiopian Family,923K views,/watch?v=bJEIVrQWDWw,https://i.ytimg.com/vi/bJEIVrQWDWw/hqdefault.jpg
Indian vs. African | What Africans think about India? | Hindi,1.6M views,/watch?v=en61FsONuqc,https://i.ytimg.com/vi/en61FsONuqc/hqdefault.jpg
"Africa's Most Addictive Drug ""KHAT"" | Indian in Ethiopia | Hindi",149K views,/watch?v=RDtPGFcTOO8,https://i.ytimg.com/vi/RDtPGFcTOO8/hqdefault.jpg
"TRIBAL LIFE OF AFRICA | Hamar Tribe, Omo Valley",409K views,/watch?v=iyynVogAAiM,https://i.ytimg.com/vi/iyynVogAAiM/hqdefault.jpg
Inside the Life of World's Most Dangerous Tribe | Mursi People | Omo Valley | Hindi,5.6M views,/watch?v=WQhLHR5OGyw,https://i.ytimg.com/vi/WQhLHR5OGyw/hqdefault.jpg
Indian Works out with Africans | Hindi,375K views,/watch?v=7s93I-boT20,https://i.ytimg.com/vi/7s93I-boT20/hqdefault.jpg
Ethiopia by Bus | Addis Ababa to Jinka (Omo Valley),317K views,/watch?v=vxeOkvmma-s,https://i.ytimg.com/vi/vxeOkvmma-s/hqdefault.jpg
It's not 2019 in ETHIOPIA! Strange Calendar!,34K views,/watch?v=8tYyZJmAEAo,https://i.ytimg.com/vi/8tYyZJmAEAo/hqdefault.jpg
Delhi to Addis Ababa | Ethiopian Airlines | Indian in Africa,148K views,/watch?v=mDvqQbqRK9E,https://i.ytimg.com/vi/mDvqQbqRK9E/hqdefault.jpg
Ethiopia Visa Process | E-Visa | Visa on Arrival | Hindi,20K views,/watch?v=VcttpkoAYaI,https://i.ytimg.com/vi/VcttpkoAYaI/hqdefault.jpg
Yellow Fever & Polio Vaccines before travelling to Africa/South America | Hindi,60K views,/watch?v=JILudg06-uU,https://i.ytimg.com/vi/JILudg06-uU/hqdefault.jpg
FIRST YOUTUBE PAYMENT | How much can you earn on Youtube? Explained.,184K views,/watch?v=79S084uB_ik,https://i.ytimg.com/vi/79S084uB_ik/hqdefault.jpg
UK Visa for 2 Years with Cycle Baba | Everything about UK Tourist Visa,14K views,/watch?v=K2A_C3l9aYQ,https://i.ytimg.com/vi/K2A_C3l9aYQ/hqdefault.jpg
US Customs & Immigration Questions at Airport | Avoid Deportation | Hindi,657K views,/watch?v=10-KjfWoaFQ,https://i.ytimg.com/vi/10-KjfWoaFQ/hqdefault.jpg
How much Bags/Luggage is allowed in a Flight? Baggage Rules | What should you not carry?,350K views,/watch?v=1X7U6juaG5o,https://i.ytimg.com/vi/1X7U6juaG5o/hqdefault.jpg
"My Russia & Kazakhstan Trip Expense | Flights, Hotel, Visa, Food",34K views,/watch?v=hy2HXdKvByA,https://i.ytimg.com/vi/hy2HXdKvByA/hqdefault.jpg
Top 5 Visa Free Countries | Nightlife | Flights | Local Prices | Free Entry | Hindi,21K views,/watch?v=PrShtYQbONA,https://i.ytimg.com/vi/PrShtYQbONA/hqdefault.jpg
Europe SCHENGEN VISA Process | How to Apply | Documents | Step by step guide | Hindi,107K views,/watch?v=DKeOQWDOhZQ,https://i.ytimg.com/vi/DKeOQWDOhZQ/hqdefault.jpg
Intercepted by Police at Istanbul Airport | Things not to carry | Turkey Immigration | Hindi,81K views,/watch?v=qagjomlXimo,https://i.ytimg.com/vi/qagjomlXimo/hqdefault.jpg
"Hiking with my Russian Friends in Kuznechnoye, Russia | Hindi",126K views,/watch?v=Ub6Lt1AxyTY,https://i.ytimg.com/vi/Ub6Lt1AxyTY/hqdefault.jpg
Kazakhstan Travel Guide | Prices | Visa | Flights | Places (Hindi),125K views,/watch?v=uwol4toq5z8,https://i.ytimg.com/vi/uwol4toq5z8/hqdefault.jpg
Single vs Multiple Entry Tourist Visa | Hindi | Passenger Paramvir,22K views,/watch?v=JL1oKTCa-4s,https://i.ytimg.com/vi/JL1oKTCa-4s/hqdefault.jpg
How I got Russian Visa 2hrs before my Flight | My Visa Experience | IFS & Russian Embassy,13K views,/watch?v=_KURKatsAEg,https://i.ytimg.com/vi/_KURKatsAEg/hqdefault.jpg
Surprise visit to my Friends in Turkey!,17K views,/watch?v=dlLEOUGs_BQ,https://i.ytimg.com/vi/dlLEOUGs_BQ/hqdefault.jpg
RUSSIA VISA FULL & EASY PROCESS | INVITATION | FEE | DOCUMENTS,42K views,/watch?v=z_kXzqUe7OI,https://i.ytimg.com/vi/z_kXzqUe7OI/hqdefault.jpg
10$ Hotel in KAZAKHSTAN - Cheapest country for INDIANS? 🇰🇿,18K views,/watch?v=Wm8ci0Efnwg,https://i.ytimg.com/vi/Wm8ci0Efnwg/hqdefault.jpg
Get USA Visa for 10years | हिंदी | Visa Process | Interview | Documents | Interview Qs,1M views,/watch?v=DDzKZkcJ6J0,https://i.ytimg.com/vi/DDzKZkcJ6J0/hqdefault.jpg
AmazonBasics 75Litres Hiking Backpack Review | English | Best Hiking Backpack,31K views,/watch?v=b_HkSldz-T8,https://i.ytimg.com/vi/b_HkSldz-T8/hqdefault.jpg
Europe in 2 mins | Journey of a Lifetime - My Trip | Cities you must go,26K views,/watch?v=UrgryKNzcBA,https://i.ytimg.com/vi/UrgryKNzcBA/hqdefault.jpg
How to NOT get SCAMMED while Travelling? Taxi hacks in Kazakhstan 🇰🇿 | हिंदी,57K views,/watch?v=PxfAo5ensok,https://i.ytimg.com/vi/PxfAo5ensok/hqdefault.jpg
